,cpi_fah,rdi_adj,home_price,grocery_sales_lag1,covid1,covid2,grocery_sales,grocery_sales_fcst,grocery_sales_se_obs,lower_bound,upper_bound,Actual YOY %,Forecast YOY %,Actual YOY Change,Forecast YOY Change
2019-01-01,241.581,15536.3,204.182,56629.0,0,0,57470.0,56883.31544561529,555.9045710216437,55793.74248641287,57972.88840481771,3.8564406534624895,2.5361942856565456,2134.0,1406.9874602567506
2019-02-01,242.111,15560.4,204.406,57470.0,0,0,56351.0,57411.56936150981,556.4084716731765,56321.00875703039,58502.12996598924,1.4328143281432837,4.037841535410447,796.0,2228.216348587928
2019-03-01,242.482,15566.5,205.755,56351.0,0,0,57446.0,56849.55387023894,556.0815910853325,55759.63395171169,57939.47378876619,3.105032665661578,2.6364500684756598,1730.0,1460.30976416279
2019-04-01,241.219,15534.2,207.672,57446.0,0,0,57652.0,57358.07194374869,556.3638249504874,56267.598846845736,58448.54504065165,3.20986770260836,3.213278319918289,1793.0,1785.6951358320875
2019-05-01,241.642,15532.4,209.337,57652.0,0,0,57652.0,57522.16945725109,556.3511723776953,56431.72115939081,58612.61775511137,3.139703383008041,3.281487274653694,1755.0,1827.6098850366398
2019-06-01,241.214,15562.1,210.571,57652.0,0,0,57913.0,57547.375900159896,556.4666868069438,56456.701194018286,58638.050606301505,3.98053720195346,3.0899439146488072,2217.0,1724.883700721839
2019-07-01,240.988,15581.4,211.321,57913.0,0,0,58604.0,57709.65554649219,557.0114330049605,56617.91313780247,58801.397955181914,4.543589560625794,3.3540683025678586,2547.0,1872.806069461607
2019-08-01,240.943,15664.3,211.68,58604.0,0,0,58671.0,58188.59289728968,558.6663839969036,57093.60678465575,59283.57900992361,4.8876414537783575,3.687622584016248,2734.0,2069.46175399387
2019-09-01,241.409,15697.5,211.858,58671.0,0,0,58124.0,58297.822111310394,558.4437689897436,57203.272324090496,59392.37189853029,3.465831212061876,3.9843139319504006,1947.0,2233.767921885483
2019-10-01,241.999,15718.1,211.952,58124.0,0,0,57880.0,58062.2333714525,556.8973748121069,56970.71451682077,59153.75222608423,2.6095589278116504,3.2922904979967527,1472.0,1850.6486621575095
2019-11-01,242.726,15766.9,212.091,57880.0,0,0,58049.0,58035.757088416816,556.4960064721163,56945.02491573147,59126.489261102164,2.616273930951585,2.851305584076602,1480.0,1608.9020681127367
2019-12-01,242.887,15683.8,212.223,58049.0,0,0,58537.0,58043.652629469136,556.3264826069548,56953.252723559504,59134.05253537877,3.369298416005928,2.201024234215865,1908.0,1250.041152103222
2020-01-01,243.511,15857.3,212.385,58537.0,0,0,57885.0,58558.73800680948,557.0634292036926,57466.89368557024,59650.58232804872,0.7221158865495125,2.945367280491973,415.0,1675.4225611941874
2020-02-01,244.2,15916.8,213.205,57885.0,1,0,57922.0,57789.29014495062,657.4792338448658,56500.63084661468,59077.949443286554,2.7878830899185525,0.6579175376000723,1571.0,377.72078344080364
2020-03-01,245.017,15943.901431957142,215.179,57922.0,1,0,61000.0,57925.276442645234,659.3249068162067,56632.99962528547,59217.553260005,6.186679664380468,1.89222693789588,3554.0,1075.7225724062955
2020-04-01,251.063,15971.698987814283,217.221,74168.0,1,0,64097.0,67304.43341240402,719.023883598426,65895.1466005511,68713.72022425693,11.179143828488169,17.340822540914157,6445.0,9946.361468655326
2020-05-01,253.23,16002.244401171423,218.467,64097.0,0,1,64573.0,63199.12423441191,597.0319618254025,62028.94158923412,64369.3068795897,12.004787344758206,9.869159718288746,6921.0,5676.9547771608195
2020-06-01,254.674,16037.882510428568,219.794,64573.0,0,1,63140.0,63617.72688006985,597.3409482642581,62446.938621471905,64788.5151386678,9.025607376582112,10.5484409757302,5227.0,6070.350979909956
2020-07-01,252.003,16082.61908118571,221.554,63140.0,0,1,63546.0,62733.770111604856,595.7729896106796,61566.055051967924,63901.48517124179,8.432871476349746,8.705847431484193,4942.0,5024.114565112664
2020-08-01,252.148,16142.963482542851,224.036,63546.0,0,1,62387.0,63074.51131712385,595.8193806021213,61906.70533114369,64242.317303104006,6.333623084658524,8.396694569429508,3716.0,4885.918419834168
2020-09-01,251.166,16230.249100099996,226.787,62387.0,0,1,62303.0,62517.526634987065,596.8920672826968,61347.61818311298,63687.43508686115,7.189801114857897,7.2381855288175645,4179.0,4219.704523676672
2020-10-01,251.641,16353.81864935714,229.797,62303.0,0,1,61887.0,62693.340821802194,598.3398279185742,61520.59475908179,63866.0868845226,6.92294402211473,7.9761097385321555,4007.0,4631.107450349693
2020-11-01,251.365,16524.565858714286,232.299,61887.0,0,0,62798.0,62000.661158055635,558.0157382379444,60906.95031110926,63094.372005002006,8.181019483539774,6.831829665973577,4749.0,3964.9040696388183
2020-12-01,252.536,16748.584865471432,234.348,62798.0,0,0,62749.0,62871.87411529218,559.1886416197927,61775.864377717386,63967.88385286697,7.195449032236012,8.318259218875767,4212.0,4828.221485823044
2021-01-01,252.588,17022.309561228576,236.42,62749.0,0,0,63472.0,63200.902806375976,560.810342959897,62101.71453417458,64300.091078577374,9.651896000691028,7.927364826452865,5587.0,4642.164799566497
2021-02-01,252.945,17332.428102985727,239.2,63472.0,0,0,63821.0,64027.1832342714,563.2124174070427,62923.28689615359,65131.0795723892,10.184385898276993,10.79420265186597,5899.0,6237.89308932078
2021-03-01,253.136,17652.011487242875,244.195,63821.0,0,0,64006.0,64681.841134666516,566.5941533488932,63571.31659410269,65792.36567523035,4.927868852459016,11.664276990911393,3006.0,6756.564692021282
2021-04-01,254.204,17940.92878180002,249.801,64006.0,0,0,64604.0,65277.75346745068,571.0733278216715,64158.44974492021,66397.05718998116,0.7909886578155056,-3.0112131433229217,507.0,-2026.6799449533355
2021-05-01,254.972,18151.403904257168,255.424,64604.0,0,0,65195.0,65988.70912010521,573.3509936418288,64864.941172567225,67112.4770676432,0.9632508943366425,4.413961300075053,622.0,2789.5848856933007
2021-06-01,257.066,18247.75134521431,261.147,65195.0,0,0,65814.0,66651.12437710854,573.6880894847524,65526.69572171843,67775.55303249866,4.235033259423493,4.768163915628665,2674.0,3033.3974970386917
2021-07-01,258.4,18202.358189971448,265.482,65814.0,0,0,65850.0,67091.36026635258,570.8816132007291,65972.43230447915,68210.28822822601,3.625719950901707,6.946163361448665,2304.0,4357.590154747726
2021-08-01,259.572,18042.837353228588,268.756,65850.0,0,0,67509.0,67050.9856674072,568.3093283559156,65937.09938382961,68164.8719509848,8.210043759116491,6.304407703280623,5122.0,3976.474350283359
2021-09-01,262.346,17804.874344385727,271.407,67509.0,0,0,67771.0,67905.8018433562,562.3458999853844,66803.60387938484,69007.99980732755,8.77646341267675,8.618823389845453,5468.0,5388.27520836913
2021-10-01,265.084,17536.245245842867,273.61400000000003,67771.0,0,0,68142.0,67948.86640937357,559.8530691616788,66851.55439381668,69046.17842493046,10.107130738281068,8.382908804476607,6255.0,5255.525587571377
2021-11-01,267.315,17277.080989800004,275.981,68142.0,0,0,68218.0,68031.74768982524,558.8382599710286,66936.42470028202,69127.07067936845,8.630848116182044,9.727455190187095,5420.0,6031.086531769601
2021-12-01,268.962,17054.310579757144,278.555,68218.0,0,0,68824.0,67959.94236698898,558.4908722631016,66865.3002573533,69054.58447662466,9.681429186122493,8.092757410676965,6075.0,5088.068251696801
2022-01-01,271.278,16881.245858714283,281.932,68824.0,0,0,69283.0,68293.70415965229,559.6836608702113,67196.72418434668,69390.6841349579,9.155218048903446,8.058114879907263,5811.0,5092.801353276314
2022-02-01,274.848,16761.452935071426,287.152,69283.0,0,0,69294.0,68720.09323643912,559.7389433378451,67623.00490749694,69817.1815653813,8.575547233669178,7.329558736008512,5473.0,4692.910002167722
2022-03-01,278.588,16688.837671528567,294.95,69294.0,0,0,70083.0,69006.20387795412,558.5732500996974,67911.40030775871,70101.00744814952,9.494422397900193,6.685590062726177,6077.0,4324.362743287602
2022-04-01,281.629,16652.50633968571,301.573,70083.0,0,0,70380.0,69697.85603616846,560.0205235137133,68600.21581008159,70795.49626225534,8.940622871648806,6.771223478028809,5776.0,4420.102568717783
2022-05-01,285.414,16643.116224042853,306.338,70380.0,0,0,71182.0,70172.20253574336,559.7592561980232,69075.07439359523,71269.33067789148,9.18321957205308,6.339710946646693,5987.0,4183.49341563815
2022-06-01,288.583,16649.333938999996,308.136,71182.0,0,0,71725.0,70856.39384779772,560.500606259792,69757.81265952853,71954.97503606691,8.981371744613597,6.3093751380636665,5911.0,4205.269470689178
2022-07-01,292.287,16664.65011545714,306.978,71725.0,0,0,71705.0,71399.7883802249,560.275104021201,70301.64917634334,72497.92758410645,8.891419893697794,6.4217331363797925,5855.0,4308.428113872316
2022-08-01,294.799,16685.058987814286,303.561,71705.0,0,0,71934.0,71527.18866296129,559.2982403474281,70430.96411188033,72623.41321404224,6.55468159800916,6.675819827254115,4425.0,4476.202995554078
2022-09-01,296.302,16708.215717671428,300.396,71934.0,0,0,72470.0,71731.55238615375,559.1561587906116,70635.60631492415,72827.49845738335,6.933644184090548,5.6339082065811175,4699.0,3825.7505427975557
2022-10-01,297.943,16732.581504828573,298.61,72470.0,0,0,73214.0,72135.80048518706,559.7572813676453,71038.67621370648,73232.92475666765,7.443280208975378,6.161889516431884,5072.0,4186.934075813493
2022-11-01,299.267,16757.680053985714,296.79400000000004,73214.0,0,0,73438.0,72633.64264923679,561.2677570069369,71533.5578455032,73733.72745297039,7.651939370840544,6.764334469831379,5220.0,4601.894959411555
2022-12-01,300.553,16783.04728254286,294.286,73438.0,0,0,73347.0,72833.44317907635,561.5596376822525,71732.78628921913,73934.10006893356,6.571835406253634,7.171137352898405,4523.0,4873.500812087368
2023-01-01,301.853,16808.500000000004,292.777,73347.0,0,0,72793.0,72876.50720262493,560.9556927346362,71777.03404486504,73975.98036038481,5.066177850266307,6.710432680967604,3510.0,4582.803042972635
2023-02-01,302.603,16879.1,293.552,72793.0,0,0,73572.0,72716.61919562572,559.4914144710151,71620.01602326253,73813.22236798891,6.173694692181142,5.815658522808054,4278.0,3996.525959186605
2023-03-01,301.822,16968.0,297.487,73572.0,0,0,73158.0,73256.30788085211,559.8710201804574,72158.96068129841,74353.6550804058,4.387654638072003,6.159017253600596,3075.0,4250.104002897991
2023-04-01,301.806,16983.3,301.611,73158.0,0,0,72913.0,73108.37270372211,559.1364100414114,72012.46534004094,74204.28006740328,3.5990338164251234,4.893287773132959,2533.0,3410.5166675536457
2023-05-01,302.072,17041.9,305.485,72913.0,0,0,72807.0,73118.8529067605,559.0591936918512,72023.09688712447,74214.60892639653,2.282880503498075,4.199170418679987,1625.0,2946.6503710171382
2023-06-01,302.116,17050.3,308.443,72807.0,0,0,72732.0,73118.18523426306,559.3535221364971,72021.85233087552,74214.5181376506,1.4039735099337758,3.1920780379026237,1007.0,2261.7913864653383
2023-07-01,302.757,17061.6,310.36400000000003,72732.0,0,0,72878.0,73161.72667984934,559.8602086118003,72064.40067097021,74259.05268872847,1.6358691862492059,2.4677080137011087,1173.0,1761.9382996244385
2023-08-01,303.506,17085.8,311.732,72878.0,0,0,73463.0,73340.46572686653,560.1530156658332,72242.5658161615,74438.36563757157,2.1255595406900696,2.5350878425398182,1529.0,1813.277063905247
2023-09-01,303.382,17101.1,312.584,73463.0,0,0,73448.0,73684.15234945483,559.7156200388373,72587.10973417871,74781.19496473095,1.3495239409410775,2.7220935534611135,978.0,1952.5999633010797
2023-10-01,304.339,17152.8,312.944,73448.0,0,0,73472.0,73805.30646653778,559.9467664932695,72707.81080421097,74902.80212886458,0.3523916190892429,2.3143930893142928,258.0,1669.5059813507105
2023-11-01,304.154,17229.4,312.184,73472.0,0,0,73656.0,73884.61803985159,559.7024517906198,72787.60123434197,74981.6348453612,0.29684904272992974,1.7223084854163462,218.0,1250.9753906147962
2023-12-01,304.517,17267.4,310.997,73656.0,0,0,73465.0,74036.23136875186,559.5213213003207,72939.56957900323,75132.89315850049,0.16087910889335255,1.6514229414064774,118.0,1202.7881896755134
2024-01-01,305.421,17426.2,310.86,73465.0,0,0,73296.0,74175.42698500176,560.5161526557358,73076.81532579652,75274.038644207,0.691000508290629,1.782357349763397,503.0,1298.9197823768336
2024-02-01,305.58,17442.4,312.781,73296.0,0,0,73263.0,74141.25581472834,561.37710548846,73040.95668797096,75241.55494148572,-0.4199967378894165,1.9591623412386516,-309.0,1424.6366191026173
2024-03-01,305.367,17486.9,316.965,73263.0,0,0,73617.0,74224.55282461525,562.233286404132,73122.57558326315,75326.53006596735,0.6274091691954364,1.321722281360338,459.0,968.244943763144
2024-04-01,305.298,17464.9,320.886,73617.0,0,0,74099.0,74447.76123119511,561.693576311273,73346.84182162501,75548.6806407652,1.6265960802600343,1.832059007661102,1186.0,1339.3885274729982
2024-05-01,305.283,17511.1,323.814,74099.0,0,0,74024.0,74809.78209664398,561.154956440174,73709.91838202123,75909.64581126672,1.6715425714560306,2.312576199793104,1217.0,1690.929189883478
2024-06-01,305.661,17515.6,325.362,74024.0,0,0,74138.0,74822.3120188463,561.8502532859269,73721.08552240589,75923.53851528672,1.9331243469174586,2.330646991748231,1406.0,1704.126784583248
2024-07-01,305.996,17505.0,325.677,74138.0,0,0,74892.0,74899.35683338631,561.7734557572661,73798.28086010207,76000.43280667055,2.7635225994127266,2.3750535046018317,2014.0,1737.6301535369712
2024-08-01,306.239,17494.6,325.127,74892.0,0,0,74559.0,75308.70264499137,560.4591775130795,74210.20265706573,76407.202632917,1.4919074908457342,2.683698417535174,1096.0,1968.236918124836
2024-09-01,307.201,17519.6,324.755,74559.0,0,0,75140.0,75213.27130690025,561.312669819975,74113.0984740531,76313.4441397474,2.3036706241150284,2.07523450930589,1692.0,1529.1189574454183
2024-10-01,307.798,17584.7,324.083,75140.0,0,0,75403.0,75637.81733447126,560.5630845470712,74539.113688759,76736.52098018352,2.6282121080139387,2.4828985281218463,1931.0,1832.5108679334808
2024-11-01,308.881,17618.8,323.784,75403.0,0,0,75235.0,75889.2543456978,560.6283590565371,74790.42276194699,76988.08592944861,2.1437493211686753,2.7131984424213496,1579.0,2004.6363058462157
2024-12-01,309.754,17646.1,323.328,75235.0,0,0,75998.0,75879.91786273017,561.3079050876264,74779.75436875843,76980.08135670192,3.447900360715983,2.490248976606435,2533.0,1843.6864939783118
2025-01-01,311.178,17744.1,323.538,75998.0,0,0,76071.0,76510.97406095837,560.8893602029676,75411.63091496055,77610.31720695618,3.7860183366077216,3.1486803256674856,2775.0,2335.5470759566088
2025-02-01,311.08044,17791.248000000003,319.03662,76071.0,0,0,76531.82,76531.82,561.37710548846,75431.5167272558,77632.11498077057,4.461761052645952,3.2243373260974373,3268.820000000007,2390.5641852716653
2025-03-01,311.47434000000004,17836.638000000003,323.30429999999996,76531.81585401318,0,0,76928.56,76928.56,562.233286404132,75826.58630197075,78030.54078467494,4.4983631498159315,3.643009048197343,3311.5599999999977,2704.007175384744
2025-04-01,312.014556,17814.198,327.30372000000006,76928.56354332285,0,0,77216.19,77216.19,561.693576311273,76115.26911109494,78317.10793023513,4.206790914857161,3.718619234509446,3117.1900000000023,2768.4287688048935
2025-05-01,312.609792,17861.322,330.29028000000005,77216.18852066503,0,0,77513.86,77513.86,561.154956440174,76413.99606668606,78613.72349593154,4.714498000648448,3.6146047048535968,3489.8600000000006,2704.0779033560248
2025-06-01,313.608186,17865.912,331.86924000000005,77513.8597813088,0,0,77772.51,77772.51,561.8502532859269,76671.28578977557,78873.73878265641,4.902357765248588,3.942938812704133,3634.5099999999948,2950.1979811536876
2025-07-01,314.56388799999996,17802.585,332.19054000000006,77772.51228621599,0,0,77908.22,77908.22,561.7734557572661,76807.1474080159,79009.29935458438,4.027426160337555,4.0172082829855515,3016.220000000001,3008.8631666136935
2025-08-01,315.42616999999996,17792.008199999997,331.62954,77908.22338130014,0,0,78018.83,78018.83,560.4591775130795,76920.32922178578,79117.32919763705,4.640392172641805,3.5986908017580532,3459.8300000000017,2710.1273550086335
2025-09-01,317.03143200000005,17817.433199999996,331.2501,78018.82920971142,0,0,78209.77,78209.77,561.312669819975,77109.60113583542,79309.94680152972,4.085400585573606,3.984002611550874,3069.770000000004,2996.4986930997547
2025-10-01,318.263132,17883.6399,330.56466000000006,78209.77396868257,0,0,78463.32,78463.32,560.5630845470712,77364.62006393544,79562.02735535995,4.058618357359789,3.735568747356033,3060.320000000007,2825.502665528751
2025-11-01,320.00071599999995,17918.3196,330.25968,78463.3237096477,0,0,78753.45,78753.45,560.6283590565371,77654.61923815972,79852.28240566135,4.67661327839437,3.774178148140628,3518.449999999997,2864.195654302195
2025-12-01,321.524652,17946.083699999996,329.79456,78753.45082191053,0,0,79038.99,79038.99,561.3079050876264,77938.82419204284,80139.15117998634,4.001407931787693,4.163251919941091,3040.9900000000052,3159.0721372698317
