,cpi_fah,rdi_adj,home_price,covid1,covid2,grocery_sales,y_fitted,residuals,y_forecast,actual_and_forecast,fitted_and_forecast,grocery_sales_lag1,y_fitted_ar,residuals_ar,y_forecast_ar
2017-05-01,238.893,14610.7,190.526,0,0,53988.0,53851.64808881281,-136.3519111871865,,53988.0,53851.64808881281,53979.0,54006.845633212084,18.845633212084067,
2017-06-01,238.494,14618.7,192.252,0,0,53879.0,53881.21730849264,2.2173084926398587,,53879.0,53881.21730849264,53988.0,54026.450008152606,147.45000815260573,
2017-07-01,238.904,14660.2,193.496,0,0,53867.0,54095.86380210391,228.8638021039078,,53867.0,54095.86380210391,53879.0,54062.44546668765,195.44546668764815,
2017-08-01,238.804,14678.3,194.33,0,0,54159.0,54166.118201851976,7.118201851975755,,54159.0,54166.118201851976,53867.0,54087.963691526864,-71.03630847313616,
2017-09-01,238.852,14706.0,194.801,0,0,54793.0,54273.4375741364,-519.5624258636017,,54793.0,54273.4375741364,54159.0,54298.52362864919,-494.4763713508073,
2017-10-01,239.02,14748.6,195.068,0,0,54927.0,54436.09964018074,-490.9003598192576,,54927.0,54436.09964018074,54793.0,54723.57262611185,-203.42737388815294,
2017-11-01,238.94,14771.1,195.435,0,0,54923.0,54509.29496178301,-413.70503821699094,,54923.0,54509.29496178301,54927.0,54831.28639412139,-91.71360587861273,
2017-12-01,239.371,14797.9,195.832,0,0,55629.0,54655.178505292366,-973.821494707634,,55629.0,54655.178505292366,54923.0,54894.20826498476,-734.791735015242,
2018-01-01,239.854,14886.6,196.101,0,0,55026.0,55000.79823546025,-25.201764539750002,,55026.0,55000.79823546025,55629.0,55441.28825841122,415.28825841122307,
2018-02-01,239.187,14921.1,196.891,0,0,55294.0,55057.637244354606,-236.36275564539392,,55294.0,55057.637244354606,55026.0,55134.04907273194,-159.95092726805888,
2018-03-01,239.149,14974.8,198.558,0,0,55452.0,55272.37244738783,-179.62755261216807,,55452.0,55272.37244738783,55294.0,55380.326532364816,-71.67346763518435,
2018-04-01,239.541,15007.2,200.597,0,0,55584.0,55478.70187271337,-105.29812728663092,,55584.0,55478.70187271337,55452.0,55560.91067734045,-23.089322659550817,
2018-05-01,238.884,15057.8,202.43400000000003,0,0,55630.0,55618.022216837264,-11.97778316273616,,55630.0,55618.022216837264,55584.0,55698.996306645146,68.99630664514552,
2018-06-01,239.048,15119.3,204.026,0,0,55480.0,55878.46658704555,398.4665870455501,,55480.0,55878.46658704555,55630.0,55842.320504545445,362.32050454544515,
2018-07-01,239.565,15184.7,204.935,0,0,55787.0,56171.94046569547,384.9404656954721,,55787.0,56171.94046569547,55480.0,55890.923865583616,103.92386558361613,
2018-08-01,239.795,15238.6,205.313,0,0,55670.0,56380.88319483594,710.8831948359366,,55670.0,56380.88319483594,55787.0,56155.36354903496,485.3635490349625,
2018-09-01,239.967,15237.5,205.359,0,0,55972.0,56398.250473992484,426.25047399248433,,55972.0,56398.250473992484,55670.0,56097.93852414472,125.93852414472349,
2018-10-01,239.558,15274.1,205.354,0,0,56146.0,56468.366076311875,322.3660763118751,,56146.0,56468.366076311875,55972.0,56298.11084227736,152.11084227736137,
2018-11-01,240.227,15315.2,205.092,0,0,56317.0,56668.069122017725,351.069122017725,,56317.0,56668.069122017725,56146.0,56483.48478199694,166.48478199693636,
2018-12-01,241.137,15506.5,204.681,0,0,56331.0,57370.11512324429,1039.1151232442935,,56331.0,57370.11512324429,56317.0,56893.89111504996,562.8911150499625,
2019-01-01,241.581,15536.3,204.182,0,0,57229.0,57501.39362501819,272.39362501818687,,57229.0,57501.39362501819,56331.0,56959.97518773621,-269.02481226379314,
2019-02-01,242.111,15560.4,204.406,0,0,56043.0,57644.9677629585,1601.9677629584985,,56043.0,57644.9677629585,57229.0,57522.07096549084,1479.0709654908424,
2019-03-01,242.482,15566.5,205.755,0,0,57133.0,57745.244324167375,612.2443241673755,,57133.0,57745.244324167375,56043.0,56908.86530372608,-224.13469627391896,
2019-04-01,241.219,15534.2,207.672,0,0,57386.0,57553.4547416706,167.4547416705973,,57386.0,57553.4547416706,57133.0,57430.03992738988,44.03992738988018,
2019-05-01,241.642,15532.4,209.337,0,0,57385.0,57643.488131836995,258.4881318369953,,57385.0,57643.488131836995,57386.0,57610.577003097016,225.57700309701613,
2019-06-01,241.214,15562.1,210.571,0,0,57759.0,57724.90471047156,-34.09528952844266,,57759.0,57724.90471047156,57385.0,57648.04701805602,-110.95298194397765,
2019-07-01,240.988,15581.4,211.321,0,0,58273.0,57782.25391301331,-490.7460869866918,,58273.0,57782.25391301331,57759.0,57882.15414367005,-390.84585632995004,
2019-08-01,240.943,15664.3,211.68,0,0,58398.0,58051.90244587165,-346.09755412834784,,58398.0,58051.90244587165,58273.0,58289.50418427706,-108.49581572294119,
2019-09-01,241.409,15697.5,211.858,0,0,57858.0,58215.914410441575,357.91441044157546,,57858.0,58215.914410441575,58398.0,58432.07965509587,574.0796550958694,
2019-10-01,241.999,15718.1,211.952,0,0,57677.0,58351.42295333141,674.4229533314065,,57677.0,58351.42295333141,57858.0,58192.500372963565,515.5003729635646,
2019-11-01,242.726,15766.9,212.091,0,0,57854.0,58593.76964388132,739.7696438813218,,57854.0,58593.76964388132,57677.0,58200.154052360296,346.1540523602962,
2019-12-01,242.887,15683.8,212.223,0,0,58232.0,58350.73296243389,118.73296243388904,,58232.0,58350.73296243389,57854.0,58188.092543519415,-43.9074564805851,
2020-01-01,243.511,15857.3,212.385,0,0,57585.0,58979.87204682468,1394.872046824683,,57585.0,58979.87204682468,58232.0,58681.11383976253,1096.1138397625327,
2020-02-01,244.2,15916.8,213.205,0,0,57675.0,59271.5337476601,1596.533747660098,,57675.0,59271.5337476601,57585.0,58452.74571024273,777.7457102427288,
2020-03-01,245.017,15704.9,215.179,1,0,73890.0,73890.00000001007,1.0069925338029861e-08,,73890.0,73890.00000001007,57675.0,73889.9999999995,-4.94765117764473e-10,
2020-04-01,251.063,16094.291990416688,217.221,0,1,63861.0,62747.99805473006,-1113.0019452699416,,63861.0,62747.99805473006,73890.0,67964.00074667139,4103.000746671387,
2020-05-01,253.23,15708.874889972016,218.467,0,1,64320.0,61800.45594807204,-2519.544051927958,,64320.0,61800.45594807204,63861.0,61966.34265171564,-2353.6573482843596,
2020-06-01,254.674,16097.90917647805,219.794,0,1,63073.0,63243.84893447209,170.84893447208742,,63073.0,63243.84893447209,64320.0,62871.12497046925,-201.87502953074727,
2020-07-01,252.003,15819.367022839428,221.554,0,1,63224.0,62101.828851725295,-1122.171148274705,,63224.0,62101.828851725295,63073.0,61668.78632193911,-1555.2136780608926,
2020-08-01,252.148,16118.960221170562,224.036,0,1,62124.0,63145.21566787885,1021.2156678788524,,62124.0,63145.21566787885,63224.0,62224.791713645136,100.79171364513604,
2020-09-01,251.166,16088.746925860265,226.787,0,1,62045.0,63015.91807593028,970.9180759302835,,62045.0,63015.91807593028,62124.0,61558.68935306013,-486.3106469398699,
2020-10-01,251.641,16443.75091657617,229.797,0,1,61697.0,64288.734467263814,2591.7344672638137,,61697.0,64288.734467263814,62045.0,62090.26424249531,393.2642424953083,
2020-11-01,251.365,16215.066521870503,232.299,0,0,62550.0,61584.63744418388,-965.362555816122,,62550.0,61584.63744418388,61697.0,61769.12665154154,-780.8733484584591,
2020-12-01,252.536,16519.27988842399,234.348,0,0,62379.0,62747.04239316755,368.04239316754683,,62379.0,62747.04239316755,62550.0,62766.1501818826,387.1501818826,
2021-01-01,252.588,16427.413774754827,236.42,0,0,63220.0,62519.18962734932,-700.8103726506815,,63220.0,62519.18962734932,62379.0,62568.519207011945,-651.4807929880553,
2021-02-01,252.945,16424.905582127125,239.2,0,0,63560.0,62631.383319341774,-928.616680658226,,63560.0,62631.383319341774,63220.0,63085.71022889959,-474.2897711004116,
2021-03-01,253.136,16555.583470942638,244.195,0,0,63736.0,63213.041732682024,-522.9582673179757,,63736.0,63213.041732682024,63560.0,63538.13326585048,-197.86673414951656,
2021-04-01,254.204,16626.565043445786,249.801,0,0,64264.0,63721.46905691377,-542.5309430862326,,64264.0,63721.46905691377,63736.0,63864.65243015218,-399.34756984782143,
2021-05-01,254.972,16737.992773461086,255.424,0,0,64916.0,64325.308169360214,-590.6918306397856,,64916.0,64325.308169360214,64264.0,64430.29715914483,-485.7028408551705,
2021-06-01,257.066,16449.429177119084,261.147,0,0,65854.0,63806.656647923635,-2047.3433520763647,,65854.0,63806.656647923635,64916.0,64554.07674498376,-1299.9232550162415,
2021-07-01,258.4,17014.25164149935,265.482,0,0,65495.0,65884.50726095012,389.50726095012215,,65495.0,65884.50726095012,65854.0,66012.52631424807,517.526314248069,
2021-08-01,259.572,16668.08122549545,268.756,0,0,67212.0,65007.095305389244,-2204.9046946107555,,67212.0,65007.095305389244,65495.0,65414.54794803054,-1797.4520519694634,
2021-09-01,262.346,16768.124155426656,271.407,0,0,67408.0,65717.63654809036,-1690.3634519096377,,67408.0,65717.63654809036,67212.0,66683.17786932013,-724.822130679866,
2021-10-01,265.084,16718.34439067313,273.61400000000003,0,0,67847.0,65933.37194016189,-1913.6280598381127,,67847.0,65933.37194016189,67408.0,66884.02834993652,-962.9716500634822,
2021-11-01,267.315,16872.485753544457,275.981,0,0,67923.0,66746.62955231855,-1176.3704476814455,,67923.0,66746.62955231855,67847.0,67491.15527062624,-431.8447293737554,
2021-12-01,268.962,16892.158377786218,278.555,0,0,68462.0,67070.38881125768,-1391.6111887423176,,68462.0,67070.38881125768,67923.0,67676.74615874281,-785.2538412571885,
2022-01-01,271.278,16835.28973658247,281.932,0,0,68921.0,67249.01820074543,-1671.9817992545723,,68921.0,67249.01820074543,68462.0,68052.28893965899,-868.711060341011,
2022-02-01,274.848,17050.31115068493,287.152,0,0,68985.0,68490.46759179846,-494.53240820154315,,68985.0,68490.46759179846,68921.0,68861.90897886372,-123.09102113627887,
2022-03-01,278.588,16951.77404343152,294.95,0,0,69765.0,68824.67647493239,-940.323525067608,,69765.0,68824.67647493239,68985.0,69042.11678280961,-722.8832171903923,
2022-04-01,281.629,17149.574296770505,301.573,0,0,69980.0,69991.19693134724,11.196931347236387,,69980.0,69991.19693134724,69765.0,69997.39422423048,17.39422423047654,
2022-05-01,285.414,17193.49830458594,306.338,0,0,70847.0,70698.19344830987,-148.80655169012607,,70847.0,70698.19344830987,69980.0,70429.2881257272,-417.7118742728053,
2022-06-01,288.583,16897.782020240036,308.136,0,0,71739.0,70166.5872353425,-1572.412764657507,,71739.0,70166.5872353425,70847.0,70663.32766409671,-1075.6723359032912,
2022-07-01,292.287,17149.796124071603,306.978,0,0,71225.0,71358.67980166018,133.67980166018242,,71225.0,71358.67980166018,71739.0,71689.22619924684,464.22619924684113,
2022-08-01,294.799,17211.038101646624,303.561,0,0,71601.0,71741.89309437395,140.89309437395423,,71601.0,71741.89309437395,71225.0,71571.20311178609,-29.79688821391028,
2022-09-01,296.302,17317.1808465317,300.396,0,0,72067.0,72160.83219045243,93.83219045243459,,72067.0,72160.83219045243,71601.0,71965.40503210804,-101.59496789195691,
2022-10-01,297.943,17251.73283424663,298.61,0,0,72813.0,72087.49998309568,-725.5000169043196,,72813.0,72087.49998309568,72067.0,72186.83739284838,-626.1626071516221,
2022-11-01,299.267,17149.59999480292,296.79400000000004,0,0,73118.0,71860.2194357631,-1257.7805642369058,,73118.0,71860.2194357631,72813.0,72494.6663093513,-623.3336906486948,
2022-12-01,300.553,17057.29772478724,294.286,0,0,72969.0,71640.16767058703,-1328.832329412966,,72969.0,71640.16767058703,73118.0,72561.01479514649,-407.98520485351037,
2023-01-01,301.853,17408.88180175378,292.777,0,0,72415.0,72866.50111151148,451.50111151147576,,72415.0,72866.50111151148,72969.0,73029.96956879497,614.9695687949716,
2023-02-01,302.603,17132.155033689152,293.57,0,0,73258.0,72091.61787186102,-1166.3821281389828,,73258.0,72091.61787186102,72415.0,72370.57286508201,-887.4271349179908,
2023-03-01,301.822,17187.48624754623,297.5,0,0,72847.0,72291.85942259467,-555.1405774053273,,72847.0,72291.85942259467,73258.0,72931.42661328406,84.42661328405666,
2023-04-01,301.806,17262.602529474163,301.63,0,0,72589.0,72647.94539027712,58.94539027712017,,72589.0,72647.94539027712,72847.0,72865.38228017253,276.3822801725328,
2023-05-01,302.072,17250.626432841374,305.504,0,0,72567.0,72750.90786278392,183.90786278391897,,72567.0,72750.90786278392,72589.0,72769.05142227138,202.05142227138276,
2023-06-01,302.116,17338.07407465201,308.461,0,0,72416.0,73119.57345967687,703.5734596768743,,72416.0,73119.57345967687,72567.0,72924.15407692523,508.1540769252315,
2023-07-01,302.757,17462.766162194195,310.382,0,0,72555.0,73645.29192766128,1090.291927661281,,72555.0,73645.29192766128,72416.0,73077.21106046665,522.2110604666523,
2023-08-01,303.506,17336.79807114927,311.748,0,0,73142.0,73367.68671272819,225.68671272818756,,73142.0,73367.68671272819,72555.0,73027.40779063158,-114.5922093684203,
2023-09-01,303.382,17364.94799770269,312.60200000000003,0,0,73129.0,73467.84811629567,338.8481162956741,,73129.0,73467.84811629567,73142.0,73398.86461841027,269.86461841026903,
2023-10-01,304.339,17418.96759220382,312.964,0,0,73164.0,73759.3879693993,595.3879693992931,,73164.0,73759.3879693993,73129.0,73521.53306056454,357.5330605645431,
2023-11-01,304.154,17327.033015812864,312.208,0,0,73358.0,73423.39278457695,65.39278457695036,,73358.0,73423.39278457695,73164.0,73389.19580594046,31.19580594045692,
2023-12-01,304.517,17366.067643930066,311.02,0,0,73098.0,73555.19474016411,457.1947401641082,,73098.0,73555.19474016411,73358.0,73555.41950251914,457.41950251914386,
2024-01-01,305.421,17407.938474478673,310.884,0,0,72939.0,73787.68871458477,848.6887145847722,,72939.0,73787.68871458477,73098.0,73514.33952283688,575.3395228368754,
2024-02-01,305.58,17537.934933163222,312.805,0,0,72894.0,74275.5178797146,1381.5178797146073,,72894.0,74275.5178797146,72939.0,73646.8666951518,752.8666951517953,
2024-03-01,305.367,17580.412825944666,316.985,0,0,73333.0,74506.50226599148,1173.502265991483,,73333.0,74506.50226599148,72894.0,73727.74116121043,394.74116121043335,
2024-04-01,305.298,17405.859702117872,320.902,0,0,73818.0,74053.90909312731,235.90909312730946,,73818.0,74053.90909312731,73333.0,73767.55038281859,-50.44961718140985,
2024-05-01,305.283,17512.57667018706,323.828,0,0,73666.0,74476.45514472398,810.4551447239792,,73666.0,74476.45514472398,73818.0,74228.45652610957,562.4565261095704,
2024-06-01,305.661,17663.54842105263,325.377,0,0,73834.0,75045.45773543688,1211.4577354368812,,73834.0,75045.45773543688,73666.0,74401.03380032157,567.0338003215729,
2024-07-01,305.996,17409.487748914034,325.688,0,0,74588.0,74281.89492370738,-306.105076292617,,74588.0,74281.89492370738,73834.0,74148.15859755996,-439.84140244004084,
2024-08-01,306.239,17676.449002371457,325.135,0,0,74216.0,75145.41667033889,929.416670338891,,74216.0,75145.41667033889,74588.0,74956.51181622906,740.5118162290601,
2024-09-01,307.201,17568.105191418657,324.76,0,0,74930.0,74898.41355125578,-31.586448744215886,,74930.0,74898.41355125578,74216.0,74636.19416990876,-293.805830091238,
2024-10-01,307.798,17469.080555968114,324.087,0,0,75141.0,74631.10273576272,-509.8972642372828,,75141.0,74631.10273576272,74930.0,74909.98377938897,-231.01622061102535,
2024-11-01,308.881,17592.4,323.785,0,0,74884.0,75139.05569816905,255.05569816904608,,74884.0,75139.05569816905,75141.0,75254.425194182,370.42519418199663,
2024-12-01,309.754,17605.8,323.361,0,0,75651.0,75268.94398036406,-382.0560196359438,,75651.0,75268.94398036406,74884.0,75168.59887178654,-482.40112821345974,
2025-01-01,311.178,17661.4,323.748,0,0,75837.0,75619.34857677824,-217.65142322175961,,75837.0,75619.34857677824,75651.0,75749.66497650938,-87.33502349062474,
2025-02-01,311.203,17756.2,325.218,0,0,75997.0,75966.73424466046,-30.265755339540192,,75997.0,75966.73424466046,75837.0,76010.27551785161,13.275517851609038,
2025-03-01,312.713,17836.638000000003,327.67900000000003,0,0,75925.0,76465.54635164156,540.5463516415621,,75925.0,76465.54635164156,75997.0,76321.93942713295,396.9394271329511,
2025-04-01,311.331,17978.7,327.67900000000003,0,0,75914.0,76761.62593136288,847.6259313628834,,75914.0,76761.62593136288,75925.0,76418.94232732836,504.942327328361,
2025-05-01,312.158,17978.7,327.67900000000003,0,0,75340.0,76855.67151272223,1515.671512722227,,75340.0,76855.67151272223,75914.0,76453.58317277358,1113.5831727735786,
2025-06-01,313.913847,18060.978260526314,330.257655,0,0,,,,77391.68106398908,77391.68106398908,77391.68106398908,75340.0,,,76374.30751248274
2025-07-01,314.25789199999997,17757.677503892315,329.7591,0,0,,,,76448.87013532947,76448.87013532947,76448.87013532947,77391.68106398908,,,77085.30422506937
2025-08-01,313.89497499999993,18029.977982418888,328.38635,0,0,,,,77237.05060580156,77237.05060580156,77237.05060580156,76448.87013532947,,,76919.25173772355
2025-09-01,314.573824,17919.467295247032,327.1957,0,0,,,,76927.58051050894,76927.58051050894,76927.58051050894,77237.05060580156,,,77214.84000848504
2025-10-01,314.56955600000003,17818.462167087477,325.707435,0,0,,,,76562.2324513112,76562.2324513112,76562.2324513112,76927.58051050894,,,76877.54765908372
2025-11-01,315.05861999999996,17944.248000000003,325.403925,0,0,,,,77010.4692400419,77010.4692400419,77010.4692400419,76562.2324513112,,,76876.48301877003
